TAZ_O,year,Avg_own_payt,Avg_own_paytinf,Avg_val_dwel,Avg_val_dwelinf,Avg_rent,Avg_rentinf,Avg_HHinc,Avg_HHincinf,Med_HHincinf,Dwel,Sgl_det,Apt_5plus,Sgl_att,Owned,Rented
6,2086,475.0,926.9625,109850.09090909091,214372.4524090909,621.0,1211.8815,37025.818181818184,72255.88418181818,75884.0775,2452.0,1546.0,285.0,626.0,1809.0,643.0
6,2091,674.047619047619,1044.7064047619049,225306.85714285713,349203.09788571426,797.8095238095239,1236.5249809523812,51611.04761904762,79991.9627047619,72033.1524,2419.0,1516.0,235.0,667.0,1786.0,642.0
6,2096,754.047619047619,1090.051238095238,193340.7619047619,279493.4054095238,787.5714285714286,1138.5132571428571,54295.23809523809,78489.19619047618,71004.9808,2463.0,1476.0,254.0,721.0,1821.0,622.0
7,2001,1041.875,1361.0013125,237133.0,309766.8379,629.8125,822.72406875,60506.375,79039.4776625,69155.522,2681.0,987.0,625.0,1069.0,1247.0,1435.0
7,2006,1280.8125,1510.71834375,363714.375,429001.1053125,818.3125,965.19959375,69676.0,82182.842,64939.7315,2349.0,788.0,585.0,985.0,1066.0,1277.0
7,2011,1512.611111111111,1615.4686666666666,455639.8888888889,486623.40133333334,895.5,956.394,76790.33333333333,82012.076,62160.804000000004,2380.0,804.0,600.0,970.0,1049.0,1351.0
7,2016,1610.7222222222222,1610.7222222222222,728442.3333333334,728442.3333333334,1058.2777777777778,1058.2777777777778,85974.33333333333,85974.33333333333,66928.0,2579.0,804.0,680.0,1070.0,1099.0,1501.0
7,2086,429.0,837.1935,101186.2,197464.8693,412.0,804.018,31264.5,61012.67175,47189.2215,1370.0,553.0,194.0,628.0,588.0,779.0
7,2091,808.2,1252.6291800000001,222703.0,345167.3797,641.9,994.88081,41575.0,64437.0925,54976.5029,1908.0,697.0,431.0,775.0,704.0,1210.0
7,2096,840.5,1215.0268,171882.1,248472.76376,649.4,938.7726399999999,41926.5,60608.9484,52423.2384,1895.0,742.0,431.0,726.0,749.0,1145.0
8,2001,888.3076923076923,1160.3963384615383,205936.46153846153,269014.7997076923,609.8461538461538,796.6420307692307,52271.307692307695,68282.00923846154,55896.77796923077,2202.0,979.0,378.0,841.0,1146.0,1041.0
8,2006,1146.25,1352.001875,350754.1666666667,413714.53958333336,816.9166666666666,963.5532083333333,69840.08333333333,82376.37829166665,64339.366,1754.0,823.0,246.0,718.0,970.0,794.0
8,2011,1262.85,1348.7238,423048.8,451816.11840000004,849.6,907.3728000000001,67007.75,71564.277,55386.48,1856.0,829.0,254.0,768.0,971.0,895.0
8,2016,1496.5,1496.5,619992.2,619992.2,1067.95,1067.95,82007.7,82007.7,58711.0,1895.0,814.0,253.0,813.0,937.0,919.0
8,2086,424.0,827.436,95699.66666666667,186757.8995,398.0,776.697,28031.0,54702.4965,41584.5135,1230.0,557.0,175.0,505.0,614.0,615.0
8,2091,777.3333333333334,1204.7889333333335,175099.22222222222,271386.28452222224,566.0,877.2434000000001,35257.77777777778,54646.02977777778,54494.484000000004,1868.0,736.0,292.0,824.0,845.0,1008.0
8,2096,774.9,1120.19544,169996.4,245746.79583999998,560.4,810.11424,38389.6,55496.00576,46545.4288,1891.0,749.0,326.0,802.0,869.0,1018.0
9,2001,858.5454545454545,1121.5179272727273,185929.5909090909,242879.82460454546,683.0909090909091,892.3216545454546,49664.681818181816,64876.973859090904,55327.86148181818,2675.0,759.0,656.0,1252.0,935.0,1745.0
9,2006,1117.8260869565217,1318.4758695652174,291099.0869565217,343351.3730652174,810.8695652173913,956.420652173913,58499.0,68999.5705,55707.784999999996,2740.0,665.0,648.0,1413.0,1025.0,1707.0
9,2011,1293.4814814814815,1381.4382222222223,404611.14814814815,432124.70622222224,834.7777777777778,891.5426666666667,64322.444444444445,68696.37066666667,55549.884000000005,2976.0,675.0,766.0,1559.0,1070.0,1905.0
9,2016,1506.2592592592594,1506.2592592592594,583442.8888888889,583442.8888888889,971.8148148148148,971.8148148148148,75113.48148148147,75113.48148148147,58088.0,3159.0,669.0,820.0,1678.0,1274.0,1940.0
9,2086,531.0,1036.2465,81910.70588235294,159848.74252941177,553.0,1079.1795,26992.70588235294,52676.265529411765,56663.754,2006.0,814.0,98.0,1094.0,964.0,1043.0
9,2091,847.1333333333333,1312.9719533333334,200541.06666666668,310818.5992266667,600.3333333333334,930.4566333333335,40386.13333333333,62594.46805333333,57423.795000000006,1839.0,782.0,12.0,1056.0,790.0,1045.0
9,2096,685.3684210526316,990.7685894736842,127154.0,183813.8224,624.578947368421,902.8913263157895,34232.42105263158,49486.38787368421,56121.0832,2689.0,775.0,689.0,1221.0,848.0,1860.0
10,2001,847.7272727272727,1107.3861363636363,215552.77272727274,281576.58701363637,713.1363636363636,931.5700318181819,60034.77272727273,78423.42361363636,74487.18545,435.0,322.0,5.0,119.0,346.0,84.0
10,2006,1203.6190476190477,1419.6686666666667,332371.8095238095,392032.5493333333,833.3333333333334,982.9166666666667,71222.23809523809,84006.62983333333,74245.9865,1045.0,315.0,405.0,322.0,933.0,108.0
10,2011,1346.3809523809523,1437.934857142857,477206.14285714284,509656.1605714286,964.4761904761905,1030.0605714285714,85895.57142857143,91736.4702857143,80678.856,567.0,251.0,1.0,312.0,493.0,75.0
10,2016,1607.4285714285713,1607.4285714285713,678079.8095238095,678079.8095238095,689.7619047619048,689.7619047619048,95093.23809523809,95093.23809523809,83668.0,552.0,240.0,1.0,308.0,463.0,77.0
10,2086,464.0,905.496,107127.04761904762,209058.43342857144,617.0,1204.0755,37334.857142857145,72858.97371428572,71321.4705,1120.0,715.0,11.0,383.0,819.0,302.0
10,2091,651.95,1010.4573050000001,229767.0,356115.87330000004,827.85,1283.0847150000002,50224.55,77843.030045,65684.762,426.0,285.0,7.0,131.0,315.0,116.0
10,2096,778.0454545454545,1124.742509090909,180361.5,260730.5844,817.5,1181.778,43451.954545454544,62814.14549090909,70407.948,395.0,311.0,7.0,81.0,331.0,63.0
11,2001,909.5,1188.07985,236873.0,309427.1999,879.1428571428571,1148.4243142857142,65323.71428571428,85332.36797142857,77307.30053571428,698.0,542.0,0.0,150.0,587.0,110.0
11,2006,1322.0714285714287,1559.38325,343057.21428571426,404635.98425,889.5714285714286,1049.2495,75828.5,89439.71575,81206.216,689.0,502.0,2.0,190.0,594.0,100.0
11,2011,1322.8823529411766,1412.8383529411767,475095.76470588235,507402.2767058824,786.1764705882352,839.6364705882353,90864.94117647059,97043.7571764706,87444.636,971.0,515.0,295.0,165.0,850.0,80.0
11,2016,1501.4117647058824,1501.4117647058824,635644.8235294118,635644.8235294118,705.8823529411765,705.8823529411765,96008.0,96008.0,83904.0,1265.0,505.0,590.0,160.0,989.0,285.0
11,2086,413.0,805.9695,122859.63636363637,239760.58036363637,585.0,1141.6275,43322.09090909091,84543.06040909092,74834.17050000001,458.0,385.0,0.0,76.0,397.0,63.0
11,2091,629.9285714285714,976.3262928571429,235927.2857142857,365663.7001285714,770.7857142857143,1194.6407785714287,52680.5,81649.50695000001,70473.95300000001,580.0,468.0,0.0,110.0,480.0,96.0
11,2096,744.0,1075.5264,200159.2142857143,289350.1601714286,880.7142857142857,1273.1605714285713,50448.0,72927.6288,74844.4944,611.0,456.0,1.0,148.0,489.0,122.0
12,2001,821.2857142857143,1072.8455285714288,226442.7142857143,295802.1176714286,745.8571428571429,974.3131857142857,65961.0,86164.8543,72094.13715714286,406.0,286.0,1.0,120.0,340.0,66.0
12,2006,1270.5714285714287,1498.6390000000001,388845.0,458642.6775,602.4285714285714,710.5645000000001,79600.28571428571,93888.537,75194.3045,529.0,265.0,4.0,259.0,471.0,58.0
12,2011,1386.0,1480.248,514307.8888888889,549280.8253333333,1018.2222222222222,1087.4613333333334,98158.77777777778,104833.57466666668,92607.348,991.0,269.0,331.0,395.0,870.0,145.0
12,2016,1636.7777777777778,1636.7777777777778,739715.5555555555,739715.5555555555,918.5555555555555,918.5555555555555,119936.0,119936.0,94830.0,1126.0,274.0,442.0,405.0,955.0,191.0
12,2086,514.0,1003.071,86058.6,167943.3579,538.0,1049.907,34766.6,67847.0199,72465.0495,819.0,435.0,311.0,71.0,456.0,366.0
12,2091,530.8571428571429,822.7754857142858,312644.0,484566.9356,670.2857142857143,1038.8758285714287,49630.71428571428,76922.64407142857,68541.2277,482.0,397.0,1.0,82.0,410.0,75.0
12,2096,521.2857142857143,753.5706285714286,167765.42857142858,242521.70354285714,894.7142857142857,1293.3989714285713,52755.857142857145,76263.86708571429,65913.5776,498.0,384.0,3.0,112.0,408.0,86.0
13,2001,943.0666666666667,1231.9279866666668,304976.8,398391.19383999996,514.4666666666667,672.0478066666667,81971.33333333333,107079.15273333332,88874.1205,1671.0,1513.0,114.0,30.0,1441.0,221.0
13,2006,1174.2666666666667,1385.0475333333334,476477.2,562004.8574,473.4,558.3752999999999,95872.0,113081.024,84525.329,1647.0,1466.0,114.0,68.0,1423.0,214.0
13,2011,1356.6470588235295,1448.8990588235297,585728.5294117647,625558.0694117647,641.3529411764706,684.9649411764707,116412.23529411765,124328.26729411766,101668.26000000001,1678.0,1492.0,111.0,72.0,1451.0,198.0
13,2016,1658.5294117647059,1658.5294117647059,872384.0588235294,872384.0588235294,747.4705882352941,747.4705882352941,136610.4705882353,136610.4705882353,108496.0,1678.0,1477.0,121.0,81.0,1406.0,277.0
13,2086,561.0,1094.7915,131259.33333333334,256152.589,565.0,1102.5975,39738.666666666664,77550.008,78725.4615,1347.0,1209.0,131.0,17.0,1161.0,193.0
13,2091,654.8181818181819,1014.9027000000001,291327.1818181818,451527.9991,603.7272727272727,935.7169,54277.72727272727,84125.04950000001,83313.3246,1618.0,1462.0,110.0,40.0,1411.0,204.0
13,2096,651.1818181818181,941.3484363636363,211621.27272727274,305919.71185454546,820.5454545454545,1186.180509090909,56162.545454545456,81188.57570909092,71802.952,1622.0,1476.0,120.0,22.0,1435.0,187.0
14,2001,1085.6470588235295,1418.1807529411767,294549.35294117645,384769.8197470588,806.1176470588235,1053.031482352941,80610.76470588235,105301.84193529411,87888.32504705882,2430.0,1583.0,149.0,691.0,1773.0,668.0
14,2006,1283.258064516129,1513.602887096774,438826.96774193546,517596.40845161286,841.8064516129032,992.9107096774193,79707.6129032258,94015.12941935484,75111.7395,2567.0,1522.0,261.0,779.0,2013.0,559.0
14,2011,1436.837837837838,1534.542810810811,531588.6756756756,567736.7056216216,904.972972972973,966.5111351351352,106853.72972972973,114119.78335135136,93084.744,2820.0,1529.0,322.0,976.0,2244.0,534.0
14,2016,1715.2702702702702,1715.2702702702702,716483.3243243244,716483.3243243244,939.1621621621622,939.1621621621622,109261.1081081081,109261.1081081081,92982.0,3166.0,1513.0,713.0,933.0,2426.0,760.0
14,2086,488.0,952.332,129373.66666666667,252472.71050000002,598.0,1166.997,48064.36666666667,93797.61155,73575.453,2201.0,1774.0,18.0,416.0,1815.0,393.0
14,2091,675.4,1046.80246,256938.0,398228.2062,755.68,1171.2284319999999,51603.4,79980.10966,73956.57830000001,2071.0,1639.0,5.0,437.0,1598.0,474.0
14,2096,827.24,1195.858144,219029.72,316629.363232,818.8,1183.65728,51111.16,73886.292896,78935.5424,2241.0,1701.0,134.0,395.0,1622.0,620.0
15,2001,1114.5714285714287,1455.9646571428573,221965.57142857142,289953.62595714285,835.8571428571429,1091.8801857142857,61054.42857142857,79755.40004285715,72333.56328571429,1329.0,452.0,292.0,599.0,523.0,806.0
15,2006,1189.75,1403.310125,317746.0,374781.407,834.875,984.7350625,60272.125,71090.9714375,61322.205,1273.0,414.0,278.0,584.0,570.0,716.0
15,2011,1322.5833333333333,1412.519,446790.5,477172.254,1012.0833333333334,1080.9050000000002,84678.66666666667,90436.816,72928.38,1293.0,378.0,290.0,640.0,583.0,684.0
15,2016,1710.0833333333333,1710.0833333333333,638959.5833333334,638959.5833333334,1084.5833333333333,1084.5833333333333,86269.75,86269.75,71395.0,1263.0,388.0,265.0,605.0,500.0,731.0
15,2086,552.0,1077.228,110110.7,214881.03105,552.0,1077.228,29024.6,56641.5069,59514.8955,895.0,279.0,335.0,277.0,338.0,556.0
15,2091,714.4,1107.24856,212228.7,328933.26213000005,749.0,1160.8751,44491.1,68956.75589,59421.6161,1369.0,479.0,359.0,523.0,525.0,833.0
15,2096,796.0909090909091,1150.8290181818181,170516.63636363635,246498.84952727272,710.3636363636364,1026.9016727272729,38979.545454545456,56348.83090909091,58520.7792,1411.0,524.0,346.0,529.0,577.0,817.0
16,2001,749.9629629629629,979.6766185185185,167941.07407407407,219381.42506296295,750.4444444444445,980.3055777777778,54100.25925925926,70671.16867037037,62140.54585555556,4139.0,1705.0,678.0,1775.0,2067.0,2056.0
16,2006,1115.7692307692307,1316.0498076923077,316668.0,373509.906,852.8846153846154,1005.9774038461538,63012.230769230766,74322.92619230768,61500.3095,3959.0,1448.0,660.0,1857.0,2400.0,1569.0
16,2011,1221.7307692307693,1304.8084615384616,392661.46153846156,419362.440923077,946.0769230769231,1010.4101538461539,71555.57692307692,76421.35615384615,63089.964,4334.0,1431.0,1083.0,1830.0,2382.0,1967.0
16,2016,1504.3461538461538,1504.3461538461538,601819.0384615385,601819.0384615385,1048.576923076923,1048.576923076923,82031.5,82031.5,64822.0,4532.0,1401.0,1246.0,1890.0,2440.0,2083.0
16,2086,558.0,1088.937,114410.04761904762,223271.20792857144,515.0,1005.0225,30025.285714285714,58594.34507142857,59101.1775,3450.0,1403.0,540.0,1513.0,1589.0,1855.0
16,2091,748.1481481481482,1159.5548148148148,165966.8148148148,257231.96628148147,657.5555555555555,1019.1453555555556,39288.03703703704,60892.52860370371,56438.058600000004,4144.0,1550.0,797.0,1797.0,1763.0,2372.0
16,2096,704.6153846153846,1018.592,151214.88461538462,218596.2372,779.8461538461538,1127.3455999999999,43497.57692307692,62880.0972,55902.7976,4331.0,1588.0,1078.0,1651.0,2084.0,2230.0
17,2001,674.7333333333333,881.4041533333334,145314.2,189823.93946000002,913.5333333333333,1193.3485933333334,59726.333333333336,78020.50923333333,64849.521766666665,3568.0,94.0,2082.0,1393.0,953.0,2612.0
17,2006,858.25,1012.305875,260757.375,307563.3238125,931.25,1098.409375,62021.875,73154.8015625,61359.949,1469.0,21.0,823.0,620.0,296.0,1179.0
17,2011,1094.3636363636363,1168.7803636363635,360286.45454545453,384785.93345454545,1017.2727272727273,1086.4472727272728,74439.54545454546,79501.43454545455,65360.53200000001,1489.0,27.0,845.0,627.0,284.0,1207.0
17,2016,1271.6363636363637,1271.6363636363637,539639.5454545454,539639.5454545454,1069.5454545454545,1069.5454545454545,83591.27272727272,83591.27272727272,65722.0,1565.0,28.0,857.0,679.0,290.0,1285.0
17,2086,567.0,1106.5005,125777.22222222222,245454.24916666668,558.0,1088.937,28704.222222222223,56016.28966666667,62931.972,477.0,29.0,164.0,291.0,27.0,452.0
17,2091,613.5333333333333,950.9153133333333,120445.53333333334,186678.53211333335,629.8,976.12702,32154.866666666665,49836.82784666667,46974.3692,2028.0,45.0,1186.0,787.0,241.0,1782.0
17,2096,553.4666666666667,800.0914133333333,107394.73333333334,155249.82650666666,871.6,1259.98496,40754.0,58913.9824,63935.9968,2337.0,31.0,1386.0,916.0,392.0,1941.0
18,2001,1117.4444444444443,1459.7176777777777,242454.55555555556,316718.3859222222,1114.3333333333333,1455.6536333333333,81988.33333333333,107101.35983333332,91884.99685555555,1732.0,146.0,1403.0,189.0,1334.0,393.0
18,2006,1377.6875,1624.98240625,357325.6875,421465.64840625,1035.1875,1221.00365625,77111.75,90953.309125,75335.8445,1907.0,75.0,1705.0,126.0,1417.0,483.0
18,2011,1567.764705882353,1674.372705882353,443137.4117647059,473270.75576470594,1403.6470588235295,1499.0950588235296,105763.58823529411,112955.51223529411,90911.364,2863.0,147.0,2410.0,309.0,2323.0,547.0
18,2016,1827.2941176470588,1827.2941176470588,586065.8235294118,586065.8235294118,1525.7058823529412,1525.7058823529412,105351.29411764706,105351.29411764706,88484.0,6311.0,135.0,5845.0,329.0,3801.0,2517.0
18,2086,455.0,887.9325,142017.5,277147.15125,587.0,1145.5305,56682.166666666664,110615.24824999999,61761.072,378.0,167.0,32.0,178.0,219.0,161.0
18,2091,669.0769230769231,1037.0023230769232,235420.23076923078,364877.8156692308,777.9230769230769,1205.702976923077,44571.46153846154,69081.30823846154,62690.355200000005,623.0,166.0,385.0,75.0,466.0,161.0
18,2096,871.5384615384615,1259.896,184230.07692307694,266322.9992,966.7692307692307,1397.5616,53181.0,76878.4536,69592.6296,906.0,126.0,705.0,78.0,528.0,371.0
19,2001,830.2,1084.49026,250867.05,327707.627415,679.0,886.9777,68535.45,89527.858335,73453.90215,2829.0,290.0,205.0,2328.0,346.0,2492.0
19,2006,982.6666666666666,1159.0553333333332,373840.94444444444,440945.3939722222,825.6111111111111,973.8083055555555,74638.55555555556,88036.17627777779,72625.3535,2533.0,280.0,257.0,2156.0,335.0,2197.0
19,2011,1018.3157894736842,1087.5612631578947,402174.84210526315,429522.73136842105,868.9473684210526,928.0357894736842,90151.8947368421,96282.22357894738,79422.888,2747.0,277.0,267.0,2207.0,339.0,2368.0
19,2016,1115.7894736842106,1115.7894736842106,610438.6315789474,610438.6315789474,931.8421052631579,931.8421052631579,98758.47368421052,98758.47368421052,76976.0,2752.0,277.0,257.0,2217.0,358.0,2357.0
19,2086,490.0,956.235,99091.1875,193376.45240625,567.0,1106.5005,37813.375,73792.8013125,69777.834,2370.0,289.0,372.0,1697.0,497.0,1865.0
19,2091,697.5,1081.0552500000001,275250.0,426609.97500000003,720.1428571428571,1116.1494142857143,50040.142857142855,77557.21741428571,65450.727100000004,2699.0,299.0,414.0,1989.0,334.0,2361.0
19,2096,706.2307692307693,1020.9272000000001,223248.92307692306,322728.6432,674.8461538461538,975.5576,52524.53846153846,75929.4728,69330.976,2723.0,281.0,346.0,2091.0,354.0,2374.0
20,2001,1157.7368421052631,1512.3516368421053,380173.05263157893,496620.0586526316,554.8421052631579,724.7902421052632,99899.1052631579,130498.20120526316,101452.96446842105,2061.0,1754.0,89.0,224.0,1665.0,403.0
20,2006,1381.1052631578948,1629.013657894737,554113.6315789474,653577.0284473685,638.8421052631579,753.5142631578948,113814.8947368421,134244.66834210526,99231.335,2082.0,1654.0,153.0,275.0,1750.0,358.0
20,2011,1319.0384615384614,1408.7330769230769,594366.1923076923,634783.0933846154,753.5,804.738,122995.0,131358.66,100923.864,2197.0,1714.0,219.0,285.0,1863.0,324.0
20,2016,1540.3076923076924,1540.3076923076924,847171.0384615385,847171.0384615385,778.6923076923077,778.6923076923077,149665.61538461538,149665.61538461538,106161.0,2152.0,1665.0,214.0,280.0,1823.0,344.0
20,2086,630.0,1229.445,145446.94736842104,283839.71778947365,618.0,1206.027,42740.57894736842,83408.23981578948,68938.689,2465.0,1665.0,92.0,706.0,1644.0,818.0
20,2091,833.1578947368421,1291.3114210526317,321402.05263157893,498141.0413736842,781.1578947368421,1210.7166210526316,63934.10526315789,99091.46974736842,83485.3635,2118.0,1729.0,63.0,332.0,1677.0,440.0
20,2096,865.6666666666666,1251.4077333333332,249091.38888888888,360086.51177777775,817.1111111111111,1181.2158222222222,61956.833333333336,89564.79826666666,93533.2112,2074.0,1681.0,69.0,314.0,1627.0,438.0
21,2001,1129.75,1475.792425,389595.4166666667,508928.4927916667,607.0,792.9241000000001,118287.16666666667,154518.52581666666,115616.47638333333,971.0,881.0,30.0,65.0,870.0,90.0
21,2006,1354.6666666666667,1597.8293333333334,588310.4166666666,693912.1364583332,707.9166666666666,834.9877083333333,139499.33333333334,164539.46366666668,115422.3315,1035.0,860.0,109.0,65.0,949.0,80.0
21,2011,1572.9166666666667,1679.8750000000002,776714.6666666666,829531.264,469.9166666666667,501.87100000000004,167769.33333333334,179177.64800000002,134972.772,1049.0,871.0,114.0,65.0,999.0,20.0
21,2016,1954.0833333333333,1954.0833333333333,1137795.1666666667,1137795.1666666667,865.3333333333334,865.3333333333334,210623.0,210623.0,150439.0,1024.0,852.0,109.0,55.0,916.0,69.0
21,2086,677.0,1321.1655,177065.6,345543.5184,630.0,1229.445,51003.1,99532.54965,66555.9075,925.0,872.0,8.0,39.0,835.0,85.0
21,2091,928.5555555555555,1439.1682555555556,364957.3333333333,565647.3709333333,759.4444444444445,1177.0629444444446,75104.44444444444,116404.37844444443,101175.92210000001,886.0,837.0,1.0,54.0,789.0,94.0
21,2096,987.4444444444445,1427.4496888888889,307759.44444444444,444897.05288888887,986.0,1425.3616,77799.22222222222,112466.55564444444,92122.3056,921.0,857.0,1.0,53.0,802.0,118.0
22,2001,837.6666666666666,1094.2439666666667,249843.0,326369.9109,527.5,689.07325,71092.08333333333,92867.58845833332,83658.93546666666,1126.0,971.0,91.0,59.0,968.0,173.0
22,2006,1226.5833333333333,1446.7550416666666,382843.1666666667,451563.51508333336,639.3333333333334,754.0936666666668,79001.0,93181.6795,81629.6565,1177.0,932.0,161.0,84.0,1001.0,178.0
22,2011,1411.8125,1507.81575,540248.25,576985.131,764.4375,816.41925,110373.0,117878.364,94838.40000000001,1517.0,951.0,496.0,75.0,1227.0,246.0
22,2016,1602.7058823529412,1602.7058823529412,783134.3529411765,783134.3529411765,839.2352941176471,839.2352941176471,126529.4705882353,126529.4705882353,94481.0,1848.0,1028.0,710.0,108.0,1442.0,413.0
22,2086,495.0,965.9925,99709.21428571429,194582.53167857142,587.0,1145.5305,35623.57142857143,69519.39964285714,78477.621,1330.0,1063.0,80.0,191.0,1046.0,281.0
22,2091,617.0,956.2883,274756.625,425845.29308750003,744.75,1154.288025,57008.75,88357.861625,75359.2378,850.0,777.0,53.0,30.0,704.0,152.0
22,2096,691.4444444444445,999.5520888888889,191217.22222222222,276423.61644444446,640.7777777777778,926.3083555555556,55188.666666666664,79780.73653333333,77728.4664,1180.0,783.0,346.0,51.0,880.0,290.0
23,2001,990.4615384615385,1293.8399076923076,307283.53846153844,401404.4862923077,476.53846153846155,622.5021923076923,76615.76923076923,100083.17934615385,84151.64503076923,1502.0,769.0,507.0,236.0,917.0,590.0
23,2006,1081.8461538461538,1276.0375384615384,443551.8461538461,523169.4025384615,535.6923076923077,631.849076923077,92951.53846153847,109636.33961538463,90775.4995,1474.0,759.0,493.0,218.0,970.0,509.0
23,2011,1159.0,1237.8120000000001,488554.1176470588,521775.79764705885,856.8823529411765,915.1503529411765,100107.64705882352,106914.96705882353,84109.27200000001,1534.0,780.0,514.0,239.0,973.0,590.0
23,2016,1485.4117647058824,1485.4117647058824,667957.4117647059,667957.4117647059,740.9411764705883,740.9411764705883,115724.58823529411,115724.58823529411,88900.0,1543.0,771.0,510.0,238.0,962.0,620.0
23,2086,488.0,952.332,135779.5,264973.69425,539.0,1051.8585,45562.8,88915.80420000001,80696.4765,1088.0,610.0,364.0,113.0,701.0,389.0
23,2091,702.3333333333334,1088.5464333333334,284043.6666666667,440239.2789666667,836.8888888888889,1297.094088888889,64165.22222222222,99449.67792222222,86718.4549,1505.0,749.0,526.0,229.0,904.0,611.0
23,2096,766.7777777777778,1108.4539555555557,232415.11111111112,335979.28462222224,798.1111111111111,1153.7494222222222,62849.555555555555,90855.3175111111,66402.1904,1500.0,793.0,455.0,243.0,924.0,586.0
24,2001,871.6875,1138.68538125,247418.1875,323202.37833125,544.03125,710.668021875,79993.40625,104495.386584375,86028.141840625,4209.0,1457.0,2481.0,274.0,2644.0,1567.0
24,2006,1033.5862068965516,1219.1149310344827,382412.4827586207,451055.5234137931,569.1379310344828,671.2981896551725,94820.41379310345,111840.67806896551,87727.6715,4131.0,1431.0,2447.0,256.0,2728.0,1434.0
24,2011,1163.5625,1242.6847500000001,444752.53125,474995.70337500004,683.28125,729.744375,95497.46875,101991.296625,88014.948,4226.0,1446.0,2474.0,306.0,2808.0,1343.0
24,2016,1472.03125,1472.03125,641731.1875,641731.1875,615.53125,615.53125,114709.83870967742,114709.83870967742,91501.0,4600.0,1426.0,2872.0,306.0,2810.0,1766.0
24,2086,526.0,1026.489,97898.0,191047.94700000001,539.0,1051.8585,41523.892857142855,81033.87691071429,80475.957,3205.0,1299.0,1750.0,164.0,2110.0,1096.0
24,2091,701.08,1086.603892,239106.24,370590.761376,753.6,1168.00464,61420.92,95196.283908,83840.29060000001,4145.0,1473.0,2442.0,234.0,2540.0,1619.0
24,2096,720.0,1040.832,205601.16,297217.036896,763.32,1103.455392,61033.24,88229.651744,69239.9032,4173.0,1419.0,2513.0,239.0,2582.0,1592.0
25,2001,944.5384615384615,1233.8505923076923,241619.15384615384,315627.10066923074,388.0769230769231,506.94488461538464,79091.84615384616,103317.67863076924,90969.67691153847,2041.0,1006.0,506.0,533.0,1701.0,341.0
25,2006,1139.9615384615386,1344.5846346153846,378688.6923076923,446663.31257692305,415.5769230769231,490.1729807692308,87636.23076923077,103366.93419230769,88103.932,2148.0,951.0,618.0,582.0,1761.0,372.0
25,2011,1263.4827586206898,1349.3995862068969,466141.0344827586,497838.62482758623,443.9310344827586,474.1183448275862,97862.44827586207,104517.0947586207,90733.008,2198.0,976.0,635.0,581.0,1889.0,299.0
25,2016,1477.2068965517242,1477.2068965517242,644176.0,644176.0,374.8965517241379,374.8965517241379,114120.96551724138,114120.96551724138,94986.0,2217.0,976.0,630.0,611.0,1879.0,340.0
25,2086,571.0,1114.3065,140163.9090909091,273529.8685909091,593.0,1157.2395,51059.13636363636,99641.90461363636,91603.41,1980.0,982.0,487.0,507.0,1695.0,283.0
25,2091,821.5416666666666,1273.3074291666667,259695.41666666666,402501.9262916667,838.5,1299.59115,65569.75,101626.555525,92143.1049,2121.0,1076.0,529.0,509.0,1719.0,402.0
25,2096,842.5416666666666,1217.9782333333333,218193.58333333334,315420.64406666666,848.7916666666666,1227.0132333333333,62713.583333333336,90658.75606666667,78976.0192,2137.0,1002.0,527.0,605.0,1749.0,397.0
26,2001,940.28,1228.287764,231699.44,302668.978472,370.96,484.585048,73442.04,95937.336852,88008.148104,2797.0,1728.0,961.0,103.0,2402.0,392.0
26,2006,1150.125,1356.5724375,352483.2916666667,415754.0425208334,299.375,353.1128125,82760.66666666667,97616.20633333334,85672.9825,2732.0,1667.0,923.0,148.0,2451.0,296.0
26,2011,1212.2272727272727,1294.6587272727274,447963.1818181818,478424.6781818182,253.72727272727272,270.9807272727273,99405.0,106164.54000000001,90239.592,2820.0,1681.0,893.0,231.0,2433.0,289.0
26,2016,1374.4545454545455,1374.4545454545455,640843.3181818182,640843.3181818182,198.0909090909091,198.0909090909091,105317.45454545454,105317.45454545454,96610.0,2776.0,1660.0,888.0,231.0,2440.0,358.0
26,2086,467.0,911.3505,97527.40909090909,190324.7388409091,522.0,1018.683,42930.59090909091,83779.04815909092,85875.7575,2520.0,1517.0,882.0,114.0,2150.0,367.0
26,2091,737.4444444444445,1142.9651444444446,222336.38888888888,344599.1691388889,765.0555555555555,1185.7596055555555,62707.555555555555,97190.44035555556,89945.34670000001,2796.0,1663.0,1032.0,113.0,2338.0,437.0
26,2096,840.9444444444445,1215.669288888889,193059.88888888888,279087.37537777773,871.7222222222222,1260.1616444444444,58540.11111111111,84625.58462222222,71031.0016,2856.0,1640.0,1039.0,149.0,2365.0,481.0
27,2001,785.625,1026.2619375,215862.0,281980.5306,468.875,612.4914125,61895.375,80853.9283625,75373.26506875,2375.0,591.0,1477.0,301.0,1525.0,849.0
27,2006,1070.0,1262.065,332755.76923076925,392485.4298076923,442.15384615384613,521.5204615384615,78846.76923076923,92999.76430769231,76574.3195,2282.0,547.0,1406.0,350.0,1627.0,670.0
27,2011,1080.5625,1154.0407500000001,402908.625,430306.41150000005,517.4375,552.62325,83721.1875,89414.22825,79316.088,2371.0,555.0,1474.0,347.0,1567.0,770.0
