TAZ_O,year,Pop,FT_wrk,Stu,HH,Jobs,Cars
82,2016,7648,3041,5098,2976.0,658.0,3042
83,1986,6356,3188,1767,2135.0,,3192
83,1991,7036,1888,3090,1888.0,676.0,2746
83,1996,6879,2407,2239,2293.0,824.0,2653
83,2001,5417,1974,1264,1983.0,1192.0,2399
83,2006,6446,2345,1885,2272.0,1248.0,3047
83,2011,6736,2555,5010,2414.0,675.0,3056
83,2016,7129,2923,3457,2491.0,548.0,3260
84,1986,3068,1525,1080,1104.0,,1522
84,1991,5834,2230,1544,1888.0,719.0,3259
84,1996,3184,1327,931,1118.0,728.0,1764
84,2001,2337,874,861,833.0,684.0,1345
84,2006,3472,1292,1108,1348.0,951.0,1885
84,2011,2915,1096,774,1223.0,878.0,1508
84,2016,2111,884,315,768.0,705.0,1087
85,1986,0,0,0,,,0
85,1991,0,0,0,,2548.0,0
85,1996,0,0,0,,2699.0,0
85,2001,145,103,62,52.0,1921.0,73
85,2006,350,96,507,117.0,2631.0,96
85,2011,255,70,0,66.0,3138.0,70
85,2016,269,141,85,141.0,3324.0,120
86,1986,4225,2086,1708,1132.0,,1155
86,1991,4921,1891,0,1325.0,4624.0,1704
86,1996,5938,2071,3674,1796.0,3441.0,1670
86,2001,4986,1741,2151,1504.0,2354.0,1590
86,2006,5263,1520,2396,1754.0,2707.0,1809
86,2011,5635,1747,6240,1663.0,3005.0,1450
86,2016,6754,1786,5079,1973.0,1979.0,1978
87,1986,11217,5204,5609,3521.0,,4678
87,1991,10977,6436,2650,3785.0,2304.0,5299
87,1996,10433,4219,5651,3128.0,4514.0,4065
87,2001,8976,3492,3893,2889.0,3919.0,3484
87,2006,8743,3058,4987,2933.0,3754.0,3481
87,2011,9345,2594,3533,3016.0,2983.0,3231
87,2016,8732,2669,4203,2980.0,3520.0,3069
88,1986,11695,4903,11521,3823.0,,3847
88,1991,10599,3216,1703,5678.0,826.0,3974
88,1996,12998,3598,8319,4213.0,679.0,3388
88,2001,12918,4500,6657,4417.0,1377.0,3688
88,2006,12211,3423,5653,4163.0,809.0,3709
88,2011,10288,2313,7672,3518.0,789.0,2468
88,2016,12498,3816,8815,4344.0,476.0,3317
89,1986,16071,7268,9155,5105.0,,6564
89,1991,9274,4354,7570,3028.0,1791.0,3220
89,1996,15826,5272,8149,4908.0,1231.0,5426
89,2001,13958,4872,5453,4431.0,1895.0,4810
89,2006,14590,4552,8624,4753.0,1353.0,5105
89,2011,13358,4063,8086,4412.0,1427.0,4287
89,2016,13466,4337,8319,4641.0,1404.0,4800
90,1986,9205,4429,5105,2943.0,,4098
90,1991,8706,4355,3408,2839.0,258.0,5298
90,1996,9600,3640,5427,3002.0,552.0,4304
90,2001,8664,3232,5291,3075.0,467.0,3611
90,2006,8295,2973,5287,2852.0,319.0,3425
90,2011,8700,2960,4372,3154.0,568.0,4085
90,2016,8467,3273,3809,2875.0,430.0,3474
91,1986,4753,1984,1584,1836.0,,2339
91,1991,1703,379,757,946.0,1077.0,756
91,1996,4635,1522,1301,1854.0,315.0,2073
91,2001,5409,2095,1352,2208.0,1946.0,2515
91,2006,4903,1530,1590,2059.0,634.0,2413
91,2011,5497,1841,2317,2139.0,570.0,2670
91,2016,5795,2547,3556,2217.0,381.0,2710
92,1986,3546,1784,1181,1383.0,,1560
92,1991,2460,1704,379,1325.0,2153.0,1702
92,1996,3438,1221,915,1240.0,3685.0,1546
92,2001,3653,1450,870,1452.0,3201.0,1877
92,2006,4079,1472,1334,1647.0,1638.0,1764
92,2011,4194,1693,1640,1518.0,1309.0,2033
92,2016,4125,1555,2841,1758.0,1260.0,2113
93,1986,5659,2816,2290,1886.0,,2290
93,1991,6056,2272,3408,2460.0,46.0,2272
93,1996,5181,2083,2736,1996.0,323.0,2354
93,2001,5125,2167,2713,1911.0,691.0,2270
93,2006,4917,2062,1989,1805.0,511.0,2376
93,2011,5330,1615,2409,1684.0,314.0,2208
93,2016,4932,1892,2176,1724.0,297.0,2130
94,1986,14512,6893,7522,4804.0,,6540
94,1991,15141,7002,4920,4732.0,601.0,8325
94,1996,14997,5368,8361,5221.0,1268.0,6531
94,2001,13357,4798,6581,4775.0,2194.0,5642
94,2006,16102,5531,6247,5421.0,1553.0,6465
94,2011,18299,6172,10816,6343.0,1680.0,7066
94,2016,14694,5878,9450,5251.0,1287.0,5709
95,1986,9758,5004,4626,4276.0,,4326
95,1991,8257,3510,4204,3789.0,9919.0,3649
95,1996,9390,3390,7000,3976.0,11016.0,2879
95,2001,10290,3265,6441,4002.0,7540.0,3346
95,2006,11419,4024,7212,3972.0,10543.0,3449
95,2011,8434,2895,4297,2978.0,11714.0,2821
95,2016,9501,3023,8132,3519.0,11488.0,2852
96,1986,0,0,0,,,0
96,1991,0,0,0,,1339.0,0
96,1996,0,0,0,,2778.0,0
96,2001,0,0,0,,4263.0,0
96,2006,0,0,0,,4542.0,0
96,2011,0,0,0,,3893.0,0
96,2016,0,0,0,,4149.0,0
97,1986,50,50,0,25.0,,50
97,1991,568,378,0,189.0,4568.0,378
97,1996,366,121,73,146.0,3451.0,147
97,2001,280,102,102,89.0,3231.0,102
97,2006,340,130,105,131.0,3580.0,78
97,2011,216,69,579,57.0,3261.0,91
97,2016,93,62,0,31.0,3560.0,62
98,1986,151,25,0,25.0,,25
98,1991,0,0,0,,2982.0,0
98,1996,157,88,0,45.0,4522.0,66
98,2001,140,46,0,47.0,4589.0,90
98,2006,221,91,111,55.0,5012.0,73
98,2011,157,95,0,58.0,6533.0,95
98,2016,0,0,0,,5043.0,0
99,1986,4049,2037,981,1534.0,,1884
99,1991,1893,1325,0,1136.0,5180.0,1515
99,1996,4243,1830,1260,1588.0,2390.0,1827
99,2001,4434,1607,2322,1426.0,2661.0,1676
99,2006,3275,1315,1511,1392.0,3372.0,1648
99,2011,3920,1436,2440,1559.0,4035.0,1746
99,2016,4484,1849,4074,2038.0,7629.0,1857
100,1986,5332,2665,2137,1635.0,,2539
100,1991,7003,1704,2651,2082.0,4430.0,3405
100,1996,4809,1676,2262,1719.0,2954.0,1958
100,2001,4751,1834,1590,1545.0,3406.0,2353
100,2006,4110,1289,2100,1622.0,2338.0,2080
100,2011,4780,2031,2592,1557.0,2077.0,2614
100,2016,4432,1648,1321,1541.0,1835.0,2331
101,1986,1187,694,316,396.0,,672
101,1991,858,172,0,515.0,7327.0,343
101,1996,929,361,361,303.0,7462.0,418
101,2001,845,282,193,282.0,6504.0,455
101,2006,498,196,0,249.0,7351.0,249
101,2011,687,255,114,264.0,7780.0,314
101,2016,453,193,105,176.0,7478.0,230
102,1986,2612,913,2993,693.0,,930
102,1991,1201,344,0,343.0,4471.0,516
102,1996,2653,569,2845,777.0,3779.0,854
102,2001,2482,810,1567,898.0,2232.0,952
102,2006,2934,1015,1297,978.0,5449.0,1177
102,2011,3328,1033,2754,1047.0,5193.0,998
102,2016,3273,1703,2194,1290.0,4957.0,1669
103,1986,5640,2715,5065,1920.0,,2039
103,1991,7036,2060,3947,2059.0,3353.0,1888
103,1996,6390,2270,2376,2478.0,3531.0,2273
103,2001,7128,2684,3631,2814.0,4916.0,2657
103,2006,5648,1880,2883,2450.0,4551.0,2406
103,2011,5769,1961,3622,2037.0,3637.0,2374
103,2016,6106,2333,4303,2341.0,4016.0,2785
104,1986,5983,2369,2587,2178.0,,2873
104,1991,6190,2268,1650,2476.0,1832.0,2684
104,1996,7036,2113,1581,2768.0,1848.0,3084
104,2001,6431,2363,2301,2539.0,1656.0,3144
104,2006,7458,2167,2131,2847.0,1432.0,2994
104,2011,6556,2003,2602,2406.0,1236.0,3007
104,2016,6829,2248,3603,2431.0,1224.0,2723
105,1986,5169,1603,1772,2202.0,,1700
105,1991,3920,1651,3302,1444.0,2608.0,1858
105,1996,5391,1471,4462,2310.0,1936.0,1811
105,2001,5875,1785,3513,2413.0,1564.0,1897
105,2006,6626,2163,3829,2981.0,1846.0,2282
105,2011,8731,2741,5550,3265.0,2132.0,3082
105,2016,8423,2830,5318,3564.0,1970.0,3150
106,1986,6247,2880,2236,2489.0,,2949
106,1991,4552,2024,1012,2023.0,2605.0,1350
106,1996,6490,2482,5029,2526.0,2513.0,2764
106,2001,5509,2383,2769,2303.0,1857.0,2652
106,2006,6636,2541,4297,2541.0,2264.0,2984
106,2011,8456,3559,4873,2946.0,2406.0,3776
106,2016,7282,3217,2686,2559.0,2386.0,3454
107,1986,7699,3273,3201,3135.0,,3894
107,1991,9779,3205,2022,4215.0,2729.0,5563
107,1996,10983,4064,5303,4402.0,2080.0,5122
107,2001,12109,5039,5292,5023.0,2330.0,5273
107,2006,11317,3549,3903,5055.0,3215.0,5259
107,2011,11205,4425,6267,4408.0,2764.0,5015
107,2016,13848,6470,10055,5918.0,2678.0,6438
108,1986,0,0,0,,,0
108,1991,0,0,0,,4978.0,0
108,1996,0,0,0,,5841.0,0
108,2001,79,80,0,40.0,6975.0,80
108,2006,52,52,0,26.0,6888.0,26
108,2011,786,563,0,426.0,6839.0,482
108,2016,2743,1940,1713,1369.0,7877.0,1539
109,1986,101,50,0,50.0,,50
109,1991,0,0,0,,12414.0,0
109,1996,98,24,0,24.0,9844.0,72
109,2001,0,0,0,,6908.0,0
109,2006,78,26,105,26.0,9019.0,52
109,2011,0,0,0,,8574.0,0
109,2016,0,0,0,,9998.0,0
110,1986,8943,4058,3019,3273.0,,4793
110,1991,7924,3205,1012,3709.0,1732.0,4383
110,1996,7860,3275,2621,3022.0,3644.0,4247
110,2001,7442,3308,3280,2856.0,5304.0,3920
110,2006,8330,3199,3131,3124.0,4151.0,4146
110,2011,9499,3890,3300,3307.0,3408.0,4528
110,2016,7851,3172,1757,2680.0,3455.0,3836
111,1986,14453,6001,5169,5595.0,,6950
111,1991,17576,5727,5133,7109.0,3025.0,7504
111,1996,19463,6689,9298,7640.0,2303.0,7821
111,2001,21029,7546,10104,7861.0,2426.0,8601
111,2006,19092,6590,9320,7703.0,2426.0,7668
111,2011,16715,5855,7814,6450.0,2748.0,6884
111,2016,19767,7171,8164,7926.0,3848.0,8769
112,1986,3081,1542,588,1439.0,,1583
112,1991,6714,2960,3554,2765.0,1809.0,2960
112,1996,5316,1732,2547,2329.0,1952.0,2110
112,2001,4145,1520,3033,1586.0,866.0,1336
112,2006,5261,1654,2955,2045.0,1036.0,1878
112,2011,4478,1656,1982,1691.0,1023.0,1619
112,2016,6344,2508,4066,2561.0,1215.0,2364
113,1986,4298,1784,2944,1406.0,,1621
113,1991,2127,1180,473,709.0,3952.0,1181
113,1996,3786,1232,1593,1340.0,3709.0,1297
113,2001,3552,1268,2815,1201.0,2253.0,1341
113,2006,3246,1351,2563,1209.0,2216.0,1195
113,2011,3696,1379,2559,1314.0,2127.0,1425
113,2016,2929,1496,4722,957.0,2993.0,1291
114,1986,2271,999,1134,703.0,,675
114,1991,3309,1182,0,1182.0,625.0,1182
114,1996,3318,1235,1099,1119.0,753.0,1256
114,2001,2688,1322,1498,941.0,537.0,1135
114,2006,3122,1456,995,1111.0,691.0,1243
114,2011,3500,1235,1078,1139.0,353.0,1649
114,2016,2780,967,730,1184.0,449.0,1092
115,1986,7298,3351,3945,2595.0,,3082
115,1991,4255,1419,1655,1418.0,317.0,1417
115,1996,6655,2350,4592,2392.0,499.0,2506
115,2001,5459,2025,3289,1955.0,796.0,1862
115,2006,7182,2661,3137,2471.0,716.0,2872
115,2011,8100,3442,7378,2726.0,445.0,3136
115,2016,6277,2606,2677,2343.0,297.0,2061
116,1986,5027,2322,2271,1786.0,,1662
116,1991,3143,1569,0,1178.0,236.0,1571
116,1996,5264,2007,4217,1808.0,344.0,1667
116,2001,5103,2293,2406,1836.0,299.0,1676
116,2006,4750,2069,2753,1736.0,282.0,1512
116,2011,3808,1833,3647,1473.0,269.0,1500
116,2016,3856,1649,1896,1525.0,517.0,1122
117,1986,4987,2507,2162,1834.0,,1806
117,1991,5673,1419,2364,1891.0,1207.0,1419
117,1996,5967,2207,3618,2110.0,955.0,2088
117,2001,6000,2772,3178,2351.0,652.0,2302
117,2006,4977,1977,2480,2116.0,955.0,1835
117,2011,4377,1510,3785,1627.0,559.0,1341
117,2016,4695,1538,2665,1884.0,643.0,1235
118,1986,6730,3243,2838,2595.0,,2324
118,1991,6855,2364,8274,2127.0,662.0,2125
118,1996,5452,1998,2839,2410.0,762.0,1672
118,2001,4536,1846,2853,1823.0,884.0,1504
118,2006,5360,1777,2043,2467.0,552.0,1759
118,2011,4650,1772,3164,2119.0,1141.0,1703
118,2016,6809,2858,4688,3285.0,734.0,1878
119,1986,8298,4405,3944,3946.0,,3838
119,1991,15128,6618,12765,6382.0,1961.0,6618
119,1996,10155,3754,6871,4297.0,1670.0,3303
119,2001,10380,4492,5088,4471.0,1616.0,3618
119,2006,11652,4667,7968,4502.0,1549.0,3591
119,2011,12100,5029,9601,4389.0,1184.0,4316
119,2016,11305,5091,7342,4780.0,766.0,3954
120,1986,8779,4211,6202,2833.0,,3039
120,1991,8642,3928,4714,3143.0,192.0,3730
120,1996,6583,2701,5061,2521.0,636.0,2221
120,2001,7411,3180,3782,2849.0,602.0,2720
120,2006,6120,2790,3294,2376.0,458.0,2466
120,2011,5728,2573,3452,2241.0,424.0,2123
120,2016,5757,2520,3255,2002.0,188.0,2044
121,1986,11942,6509,5740,5971.0,,5157
121,1991,11195,5696,5108,5499.0,555.0,5696
121,1996,13749,6768,8468,6818.0,1010.0,5040
121,2001,11886,6165,7437,6392.0,1267.0,4887
121,2006,12168,5485,6843,6018.0,1314.0,4157
121,2011,11300,4821,4580,5098.0,1630.0,4524
121,2016,12182,5735,6578,6232.0,1723.0,3863
122,1986,3649,1814,766,1480.0,,1967
122,1991,5107,3142,588,2357.0,1442.0,2161
122,1996,3931,1869,1052,1890.0,1320.0,1953
122,2001,2791,1213,1027,1224.0,1186.0,1548
122,2006,4318,1851,1276,1711.0,1318.0,2151
122,2011,2688,1036,632,1162.0,1027.0,1540
122,2016,3907,1593,2135,1651.0,953.0,2035
123,1986,5419,3025,433,3104.0,,2620
123,1991,6992,3128,2208,4416.0,1804.0,3312
123,1996,7089,2491,2922,3377.0,1733.0,2706
123,2001,8590,3370,3084,3841.0,1689.0,2963
123,2006,6518,1986,4699,3291.0,1509.0,2393
123,2011,7392,2513,5366,3289.0,1873.0,2484
123,2016,10785,4606,4132,4762.0,1512.0,4115
124,1986,5113,2463,2572,1755.0,,2697
124,1991,3312,1656,0,1472.0,867.0,1840
124,1996,4288,1891,1292,1629.0,708.0,2338
124,2001,3517,1558,2002,1345.0,1635.0,1721
124,2006,4166,1934,872,1703.0,2206.0,2161
124,2011,4708,2147,1570,1761.0,3112.0,2642
124,2016,4084,2124,2209,1460.0,1132.0,2233
125,1986,3027,1524,408,1450.0,,1551
125,1991,4048,1288,736,1840.0,312.0,1472
125,1996,5229,2196,2363,2101.0,707.0,2071
125,2001,4251,1808,2695,1635.0,1217.0,1725
125,2006,4271,1539,1210,1869.0,1175.0,1577
125,2011,4149,1423,3237,1777.0,1211.0,1607
125,2016,4258,1564,995,1983.0,914.0,1925
126,1986,4228,1970,3489,1514.0,,1628
126,1991,3680,1840,552,1840.0,1217.0,2024
126,1996,5441,1878,3327,2029.0,1870.0,2073
126,2001,6247,2488,3970,2465.0,1720.0,2272
126,2006,6585,2579,4884,2489.0,1555.0,2602
126,2011,7949,3043,6876,3057.0,1807.0,2805
126,2016,7132,2709,5881,3052.0,2028.0,2859
127,1986,7200,3315,1172,3257.0,,3629
127,1991,9016,2944,920,3496.0,665.0,3496
127,1996,5944,2433,2259,2644.0,360.0,3013
127,2001,7209,2795,2702,3374.0,414.0,3583
127,2006,5653,2282,2746,2744.0,439.0,2844
127,2011,6446,2660,2551,2674.0,273.0,3141
127,2016,6624,2878,3160,3172.0,542.0,3745
128,1986,5514,2829,2088,2028.0,,2233
128,1991,2944,1656,920,1288.0,473.0,1288
128,1996,4748,1678,1931,1641.0,1336.0,1699
128,2001,4960,2165,2484,1704.0,898.0,2131
128,2006,4347,1803,2198,1554.0,1216.0,1770
128,2011,4691,2319,1695,1805.0,1535.0,2078
128,2016,3980,1918,2130,1339.0,1196.0,1668
129,1986,2745,1077,1582,1098.0,,1361
129,1991,4603,1770,4602,1593.0,199.0,2124
129,1996,3508,1238,3061,1318.0,81.0,1379
129,2001,2724,962,1165,1138.0,238.0,1070
129,2006,3333,1306,1576,1288.0,405.0,1553
129,2011,3013,1219,1513,1108.0,215.0,1228
129,2016,3113,1020,1186,1462.0,606.0,961
130,1986,3821,1537,1890,1537.0,,2065
130,1991,5311,1593,177,1593.0,518.0,2124
130,1996,3892,1848,1579,1448.0,218.0,2042
130,2001,3803,1515,1196,1513.0,249.0,1985
130,2006,4642,1860,1390,1779.0,1241.0,2536
130,2011,3899,1930,689,1496.0,827.0,2015
130,2016,5029,2307,2442,2126.0,689.0,2491
131,1986,4128,1691,1121,1515.0,,1691
131,1991,4249,1416,2478,1593.0,1230.0,1947
131,1996,4858,1927,1644,1945.0,1126.0,2146
131,2001,5233,2220,2077,2148.0,1293.0,2261
131,2006,4716,2094,1661,1841.0,1550.0,2325
131,2011,4686,2247,3178,1812.0,1741.0,1970
131,2016,3749,1675,1491,1310.0,1743.0,1675
132,1986,2028,860,514,657.0,,858
132,1991,3864,1472,1840,1104.0,404.0,1288
132,1996,2938,865,1622,1102.0,1162.0,994
132,2001,2612,995,2282,832.0,872.0,1068
132,2006,3595,1136,683,1281.0,738.0,1272
132,2011,3158,840,1556,1051.0,847.0,1213
132,2016,2328,880,870,802.0,377.0,904
133,1986,7742,3631,5802,2628.0,,2885
133,1991,8464,2944,1840,3128.0,1388.0,2944
133,1996,9720,3178,4254,3413.0,908.0,3004
133,2001,7670,2554,3393,2961.0,1012.0,2681
133,2006,7311,2718,3805,3005.0,735.0,2547
133,2011,7662,2406,5124,2713.0,924.0,2408
133,2016,9066,2656,2987,3690.0,965.0,2789
134,1986,2743,1371,1285,971.0,,1316
134,1991,1104,920,0,368.0,372.0,552
134,1996,3217,1102,2396,1080.0,954.0,1211
134,2001,1928,944,940,661.0,694.0,849
134,2006,2822,962,3176,982.0,362.0,941
134,2011,2403,639,1740,878.0,633.0,835
134,2016,3414,1314,1842,1142.0,219.0,1141
135,1986,3171,1713,1656,1171.0,,1370
135,1991,1656,368,736,552.0,1231.0,368
135,1996,3562,1144,3627,1252.0,709.0,929
135,2001,4682,1907,1840,1800.0,1601.0,1834
135,2006,3100,1223,2060,1154.0,815.0,1064
135,2011,3597,1045,1751,1274.0,667.0,1003
135,2016,2864,1197,1616,983.0,628.0,897
136,1986,2972,1487,776,1189.0,,1305
136,1991,1891,473,945,945.0,3434.0,944
136,1996,2148,957,1659,1085.0,3298.0,938
136,2001,3904,1675,1612,1228.0,1275.0,1484
136,2006,2243,748,560,852.0,1296.0,851
136,2011,1650,783,1322,656.0,2083.0,689
136,2016,2407,789,2518,1078.0,2072.0,634
137,1986,1646,755,776,732.0,,847
137,1991,1815,753,132,841.0,1839.0,819
137,1996,2590,918,1315,916.0,389.0,848
137,2001,2647,1032,1580,1013.0,1558.0,983
137,2006,2722,860,901,1215.0,852.0,900
137,2011,2887,835,2570,1143.0,1054.0,816
137,2016,3988,1425,2318,1923.0,1064.0,967
138,1986,2858,1280,1554,1052.0,,1442
138,1991,2922,1152,554,1173.0,2682.0,1305
138,1996,4041,1150,1512,1404.0,1804.0,1149
138,2001,2856,1203,1334,1127.0,770.0,1001
138,2006,4175,1393,1352,1662.0,1113.0,1414
138,2011,3837,1265,2690,1510.0,1166.0,1177
138,2016,3734,1215,1623,1408.0,1106.0,1067
139,1986,6972,2785,5119,2286.0,,3249
139,1991,6618,2836,5672,2600.0,854.0,3073
139,1996,8099,2932,3488,2998.0,1530.0,2865
139,2001,9167,3919,3771,3157.0,1369.0,3427
139,2006,9175,4026,4105,2975.0,1324.0,3842
139,2011,7928,3078,4793,2601.0,1177.0,3125
139,2016,9713,4648,2521,3481.0,717.0,4681
140,1986,4443,2210,1753,1625.0,,1983
140,1991,2320,1289,0,1031.0,467.0,1290
140,1996,4985,2116,2213,1894.0,550.0,1935
140,2001,4855,2281,2114,2007.0,838.0,2131
140,2006,4257,2020,1101,1786.0,926.0,1930
140,2011,4776,2092,3423,1648.0,827.0,1732
140,2016,3018,1355,1011,1147.0,850.0,1353
141,1986,3951,2032,2104,1660.0,,1776
141,1991,2706,811,1218,812.0,1119.0,541
141,1996,3523,1805,1277,1497.0,1608.0,1409
141,2001,3162,1532,1745,1324.0,1122.0,1223
141,2006,3392,1537,1357,1357.0,916.0,1416
141,2011,2844,1131,1171,1177.0,1050.0,1136
141,2016,2764,1291,725,1189.0,1517.0,976
142,1986,7762,4513,2573,4255.0,,3411
142,1991,8387,3383,2165,4329.0,291.0,2436
142,1996,8984,4690,3280,4712.0,756.0,3610
142,2001,8388,4202,4098,4421.0,804.0,3410
142,2006,9372,4371,5271,4878.0,903.0,3123
142,2011,7570,3582,5899,3544.0,540.0,2865
142,2016,12732,7308,5978,6795.0,1035.0,4518
143,1986,5586,3021,1042,2463.0,,2463
143,1991,6444,3093,1160,2706.0,311.0,2835
143,1996,5882,2933,2713,2592.0,1494.0,2832
143,2001,7105,3129,3295,3020.0,1152.0,3649
143,2006,5116,2169,1853,2383.0,1400.0,2413
143,2011,6782,2844,2894,2869.0,2090.0,2862
143,2016,5391,2496,1890,2608.0,1520.0,2724
144,1986,5022,2464,2083,2188.0,,2164
144,1991,6315,2192,3351,2578.0,2296.0,2449
144,1996,5397,2472,1859,2202.0,1769.0,2507
144,2001,5914,2919,3007,2339.0,2435.0,2562
144,2006,5108,2297,1447,1964.0,1361.0,2345
144,2011,4769,2192,1608,1626.0,1348.0,2063
144,2016,6738,3219,2710,2330.0,1145.0,2879
145,1986,4481,2307,751,2012.0,,2200
145,1991,7309,3079,577,3462.0,1553.0,4424
145,1996,5736,2611,1426,2749.0,1757.0,2907
145,2001,7242,3484,2447,3311.0,1822.0,3883
145,2006,6191,2490,2453,2859.0,1450.0,3183
145,2011,6960,2919,3682,3020.0,1539.0,3662
145,2016,9302,4265,3036,4477.0,1660.0,4670
146,1986,5715,2844,1611,2468.0,,2631
146,1991,4808,2309,0,2116.0,829.0,3270
146,1996,5558,2372,3541,2492.0,1170.0,2177
146,2001,4840,2420,2222,2181.0,1752.0,2620
146,2006,4726,2373,1843,2319.0,1651.0,2180
146,2011,6059,2719,2396,2393.0,1849.0,2611
146,2016,5311,2735,2117,2565.0,1397.0,2594
147,1986,0,0,0,,,0
147,1991,0,0,0,,45.0,0
147,1996,0,0,0,,147.0,0
147,2001,26,13,0,13.0,145.0,13
147,2006,42,21,0,21.0,84.0,21
147,2011,339,153,173,196.0,80.0,209
147,2016,890,698,0,514.0,27.0,531
148,1986,8462,4679,3942,3548.0,,3731
148,1991,8655,4040,1153,3462.0,2630.0,3460
148,1996,6936,3050,2628,3209.0,3372.0,2891
148,2001,7553,3733,2630,3445.0,3242.0,3180
148,2006,7091,2941,3294,2923.0,3473.0,2472
148,2011,6332,2675,4509,2404.0,4642.0,2513
148,2016,5554,2702,2514,2137.0,4774.0,2159
149,1986,5913,3258,2314,2786.0,,2600
149,1991,8270,4039,4424,3654.0,749.0,3270
149,1996,5403,2559,2192,2574.0,1094.0,2539
149,2001,5251,2649,3049,2275.0,1429.0,2528
149,2006,5554,2538,2346,2554.0,1260.0,2301
149,2011,6461,2907,4161,2603.0,1398.0,2809
149,2016,5025,2109,3025,2291.0,1216.0,1451
150,1986,3522,1578,3126,1314.0,,1338
150,1991,3462,1539,1538,1346.0,1378.0,1539
150,1996,3662,1683,1633,1450.0,1513.0,1160
150,2001,4089,2038,1867,1711.0,1397.0,1383
150,2006,3726,1763,952,1543.0,1672.0,1479
150,2011,4885,2321,2575,1905.0,2263.0,1706
150,2016,5083,2813,2648,2412.0,2344.0,1850
151,1986,7490,3208,5336,2891.0,,2390
151,1991,8270,2692,5193,2885.0,956.0,2308
151,1996,9187,3415,3597,3414.0,898.0,2842
151,2001,8183,3778,3517,3346.0,1195.0,2459
151,2006,8009,2933,4296,3329.0,1197.0,2516
151,2011,7146,2894,3145,2756.0,1963.0,2604
151,2016,4529,1598,1794,2456.0,912.0,1393
152,1986,15768,8306,6678,7674.0,,4993
152,1991,15771,6537,2308,7886.0,6121.0,5578
152,1996,20314,8340,8782,10266.0,7707.0,5671
152,2001,21766,8970,10734,10311.0,7616.0,5549
152,2006,20971,7010,12841,9900.0,7859.0,4564
152,2011,20972,7350,14347,9619.0,8180.0,5387
152,2016,22426,10158,10722,12053.0,10370.0,6050
153,1986,53,52,0,26.0,,26
153,1991,1427,575,345,667.0,2765.0,437
153,1996,1381,606,900,732.0,2769.0,482
153,2001,1632,901,1340,871.0,2509.0,659
153,2006,4214,2422,1972,2293.0,2960.0,2007
153,2011,13272,8272,5052,7259.0,5761.0,5718
153,2016,17540,13676,2448,10973.0,6289.0,8624
154,1986,4899,3029,2028,2213.0,,1972
154,1991,6144,3359,1703,2876.0,5775.0,2278
154,1996,6304,3352,2834,3012.0,5940.0,2394
154,2001,9106,5056,3139,4396.0,5864.0,3469
154,2006,10823,6925,3876,5740.0,6990.0,4512
154,2011,16368,10056,3305,8785.0,8872.0,7074
154,2016,12872,8916,2074,7801.0,8903.0,5498
155,1986,6388,3459,6157,1844.0,,1679
155,1991,4219,2461,2462,1758.0,1287.0,1759
155,1996,5847,2076,4219,1980.0,897.0,1621
155,2001,4114,2010,2009,1655.0,852.0,1442
155,2006,4740,2079,1519,2008.0,1093.0,1519
155,2011,5441,2155,3081,2224.0,1396.0,1869
155,2016,12568,8605,7085,6400.0,1540.0,4045
156,1986,3556,1515,3196,1021.0,,923
156,1991,5274,2462,2110,1406.0,172.0,1055
156,1996,4225,1417,2095,1301.0,658.0,1058
156,2001,3028,1178,1235,1124.0,783.0,909
156,2006,4034,1573,1990,1465.0,1231.0,1392
156,2011,5021,2215,3096,1817.0,1293.0,1621
156,2016,1740,1034,1005,645.0,578.0,490
157,1986,4709,2274,3062,1581.0,,1121
157,1991,5626,2990,4923,1758.0,2888.0,1758
157,1996,5863,2286,3797,2087.0,1470.0,1809
157,2001,5966,2601,1911,2141.0,1138.0,1897
157,2006,5641,2240,2766,2283.0,1489.0,1670
157,2011,5216,2580,2064,2146.0,1036.0,1615
157,2016,4390,2232,2668,1856.0,1856.0,1287
158,1986,7047,3458,4480,2832.0,,2404
158,1991,6505,2636,3691,2813.0,2083.0,2285
158,1996,6471,2578,3482,2636.0,2858.0,1752
158,2001,8191,3452,5043,3020.0,2829.0,2412
158,2006,6852,2913,3985,2649.0,3326.0,1775
158,2011,5581,2172,3496,2169.0,3873.0,2042
158,2016,5401,2455,1553,2805.0,2961.0,1084
159,1986,4281,2340,1680,1647.0,,1745
159,1991,2461,880,352,1055.0,793.0,879
159,1996,4043,1725,2355,1402.0,1191.0,1133
159,2001,4487,1796,3237,1705.0,1203.0,1217
159,2006,3184,1121,959,1357.0,1071.0,995
159,2011,3413,1330,1551,1412.0,1041.0,977
159,2016,2591,1434,1293,1158.0,1752.0,683
160,1986,3014,1882,1545,1159.0,,1006
160,1991,3914,1648,3708,1442.0,1047.0,824
160,1996,2790,1202,1777,1223.0,897.0,746
160,2001,2359,1262,608,1119.0,546.0,864
160,2006,3161,1535,1231,1363.0,1055.0,1212
160,2011,2943,1372,801,1168.0,688.0,1014
160,2016,4733,2617,7804,2209.0,998.0,1068
161,1986,4482,2062,3118,1494.0,,1161
161,1991,6797,3090,824,2060.0,95.0,2266
161,1996,4816,2485,1702,1949.0,824.0,1701
161,2001,4808,2303,2299,1887.0,685.0,1710
161,2006,4827,1781,2232,1779.0,1135.0,1420
161,2011,4102,1557,1879,1623.0,986.0,1319
